,Food ,Beer ,Smoke,Games,Books,Hshld,Clths,Hlth ,Chems,Txtls,Cnstr,Steel,FabPr,ElcEq,Autos,Carry,Mines,Coal ,Oil  ,Util ,Telcm,Servs,BusEq,Paper,Trans,Whlsl,Rtail,Meals,Fin  ,Other
197401,13.62,11.52,8.03,17.89,10.27,14.32,20.33,9.53,14.09,17.81,20.64,16.28,12.38,15.78,17.7,17.34,21.84,1.97,4.23,5.85,13.9,13.8,13.76,12.61,14.33,15.08,14.47,14.21,10.57,11.85
197402,4.06,-0.95,1.75,1.67,2.13,2.38,1.27,-0.81,1.59,0.66,0.42,0.61,0.26,-1.16,-1.86,2.13,0.85,0.15,-2.54,1.07,-1.97,-0.91,-0.89,1.7,6.33,0.99,0.31,-0.93,0.18,1.62
197403,0.73,-0.53,-7,0.99,3.65,2,0.63,-0.62,3.45,0.67,2.01,1.43,-0.05,1.93,2.12,2.66,-4.16,7.94,-2.3,-2.61,-1.16,1.27,0.71,5.63,2.36,2.6,2.31,7.17,-0.32,1.09
197404,-4.99,-5.97,-2.58,-4.72,-3.97,-6.77,-4.7,-5.51,-1.74,-2.95,-4.98,-1.22,-4.6,-5.04,-4.37,-3.78,-10.14,1.51,-7.51,-9.23,-8.55,-7.28,-4.97,-1.58,-5.08,-4.26,-5.11,-6.7,-6.35,-4.82
197405,-6.35,-5.07,-3.28,-7.12,-3.65,-4.63,-7.44,-5.97,-3.15,-8.04,-7.34,-4.98,-7.84,-4.01,-6.6,-6.09,-9.52,-6.98,-11.52,-6.34,-6.05,-8.12,-6.89,-4.71,-6.91,-8.02,-6.06,-4.71,-8.89,-6.62
197406,-2.27,-4.15,1.29,-1.35,0.3,-4.14,-1.86,-3.09,0.86,-2.25,-3.11,4.89,-2.04,-2.34,-3.81,-0.97,-0.73,-1.2,-0.27,-4.21,-3.14,-3.34,-4.47,-0.89,-0.6,-3.68,-3.73,-2.27,-5.5,-3.79
197407,-5.52,-9.51,-2.52,-8.97,-4.18,-7.43,-5.63,-7.36,-3.34,-2.34,-5.63,-0.55,-5.04,-2.9,-4.51,-4.17,5.92,-4.49,-4.37,-0.12,-6.01,-6.52,-8.54,-2.4,-4.4,-3.79,-5.23,-6.97,-6.48,-5.32
197408,-7.71,-11.36,-5.56,-7.37,-8.08,-9.19,-5.45,-7.9,-4.19,-9.86,-8.18,-6.01,-7.45,-9.15,-6.56,-6.98,-10.15,3.62,-9.03,-6.82,-6.71,-7.07,-8.33,-7.02,-7.76,-8.74,-9.22,-5.92,-9.74,-8.43
197409,-7.69,-8.76,-7.76,-7.9,-4.78,-10.09,-7.3,-11.78,-8.3,-8.37,-8.55,-7.85,-9.05,-10.72,-7.75,-6.59,-15.59,-5.05,-5.61,-2.29,-8.14,-7.9,-11.97,-7.27,-7.64,-10.57,-8.03,-11.76,-5.13,-7.9
197410,12.7,7.16,13.32,1.58,5.04,9.87,1.72,19.96,12.94,0.86,6.27,11.51,10.46,11.6,5.45,6.86,18.57,50.78,23.83,9.86,8.25,7.83,5.33,9.28,12.86,10.47,6.22,6.38,7.98,8.84
197411,-1.93,-6.38,-0.59,-5.79,-4.05,-5.89,-8.67,-1.61,-6.29,-10.85,-5.22,-2.66,-4.29,-8.08,-7.01,-3.54,-5.49,12.06,-0.26,-0.47,-0.17,-3.67,-7.15,-6.58,-7.81,-4.96,-6.52,-8.46,-4.46,-5.08
197412,-3.91,-9.5,-4.46,-9.07,-5.57,-9.98,-10.09,-8.27,-4.85,-11.5,-10.8,-5.18,-6.23,-6.09,-7.82,-9.71,-9.71,-2.75,-3.56,-2.6,-3.74,-8.66,-10.87,-5.59,-10.02,-8.33,-8.96,-10.09,-6.57,-7.93
197501,23.55,33.78,29.42,35.24,23.55,32.48,34.51,27.65,20.55,32.78,39.4,24.02,24.17,33.04,31.87,31.95,19.8,11.71,16.1,22.76,33.9,31.78,36.03,22.42,24.97,28.26,34.55,36.54,28.58,26.74
197502,5.96,6.25,-0.05,7.73,10.6,4.8,1.18,11.84,9.18,3.13,4.87,3.63,5.76,6.04,2.3,7.64,9.84,1.98,5.77,0.96,9.28,8.81,7.58,5.28,4.58,6.75,4.91,8.48,2.83,7.31
197503,8.89,3.52,4.58,5.96,10.4,10.52,14.49,5.19,5.67,11.62,13.17,7.2,6.73,9.01,9.82,7.29,6.33,12.11,-1.12,-0.6,7.26,9.3,13.52,6.61,6.79,11.27,14.09,15.69,5.17,7.69
197504,3.43,0.89,2.38,2.47,3.25,2.48,4.09,3.8,8.23,5.8,0.7,5.56,5.94,10.15,3.65,7.8,2.64,19.64,6.26,0.06,6.79,3.48,6.62,6.11,2.27,1.96,2.81,4.96,-0.32,4.04
197505,7.36,4.14,3.01,6.06,5.45,6.51,7.06,8.65,5.5,8.49,6.59,0.65,9.58,8.54,6.37,11.54,11.25,18.65,13.36,7.04,9.59,8.14,11.41,2.67,2.28,7.54,5.69,8.89,5.53,8.92
197506,6.92,2.44,3.51,11.48,4.29,9.32,11.57,5.43,7.87,10.03,6.43,8.42,7.99,7.41,10.12,11.62,8.57,-4.8,9.24,9.53,7.15,7.86,9.11,6.72,5.54,9.38,7.2,5.29,4.38,6.47
197507,0.65,0.33,-1.99,-0.34,-0.33,-0.68,1.7,-2.81,-3.17,1.97,0.4,-2.69,-0.6,-0.16,0.92,-5.27,-5.08,-7.21,-2.39,-3.15,-5.6,-1.85,-2.25,-0.7,1.56,-0.83,0.58,3.37,-0.98,-0.04
197508,-3.92,-8.76,-4.09,-5.39,-4.2,-5.15,-6.13,-7.64,-4.57,-5.66,-4.98,-3.97,-5.2,-5.33,-4.43,-5.54,-7.93,-3.07,-3.03,-1.66,-2.91,-6.49,-6.49,-2.81,-3.3,-3.02,-4.33,-3.64,-5.3,-4.49
197509,-1.24,-2.06,-1.4,-2.44,-2.36,-5.98,0.24,-5.04,-3.44,-1.27,-5.42,-4.1,-3.12,-3.89,-4.34,-3.52,-4.41,4.05,-4.73,-0.93,-4.38,-5.39,-3.91,-2.25,-3.28,-4.77,-2.25,-3.85,-4.83,-3.68
197510,5.16,-1.76,5.31,2.75,1.38,3.43,6.68,1.81,0.63,3.03,-0.35,-1.31,0.98,-1.55,6.02,-1.33,-5.61,-9.22,-0.15,5.05,3.5,-1.37,-0.09,3.04,3.42,-1.7,6.12,4.31,0.87,1.43
197511,3.44,0,2.31,5.57,1.37,4.53,7.92,2.82,2.55,3.19,2.21,0.23,0.02,2.11,1.69,-1,-1.76,-3.87,-1.81,3.21,3.45,1.84,0.76,3.89,4.09,1.49,5.69,5.68,0.17,0.74
197512,-1.25,-1.89,-0.92,0.21,-1.5,-2.21,0.48,-0.8,-0.53,-1.63,3.12,-0.77,-0.82,-0.99,0.11,-1.21,4.2,2.11,-1.91,0.67,0.54,-2.06,-2.23,-1.52,-1.29,1.18,-1.2,-1.7,0.67,-0.55
197601,12.84,20.91,11.1,22.99,15.55,21.95,27.66,17.18,21.23,25.99,23.26,19.79,21.37,22.42,25.49,19.67,13.93,15.56,14.89,9.74,20.47,17.93,25.64,18.2,15.32,17.84,19.1,22.2,14.87,17.48
197602,6.72,6.63,7.25,18.47,16.8,10.57,16.46,7.54,9.04,19.29,14.33,12.37,11.94,16.4,11.43,11.69,5.26,3.36,3.08,-0.85,7.89,14.18,15.4,11.31,14.09,18.42,11.73,15.66,10.45,10.24
197603,-0.7,0.43,-1.32,1.99,-0.64,1.87,2.09,1.87,1.89,-0.62,3.74,1.41,1.44,1.38,2.86,4.04,3.19,-2.93,2.3,0.1,-2.63,3.71,3.48,2.39,-1.19,1.5,4.24,-1.81,2.45,3.45
197604,-1.49,0.85,-0.19,-1.8,0.75,-0.26,-0.8,-3.41,0.6,-2.57,-1.11,-2.27,-1.06,-4.06,-1.4,0.12,2.98,5.28,2.03,1.53,0.25,-0.94,-1.3,0.5,2.4,-0.45,-1.99,-4.48,-0.9,0.57
197605,-2,-4.43,0.91,-3.74,-0.9,-3.96,-7.41,-1.83,-1.02,-6.2,-4.15,1.06,0.75,-0.91,-4.45,-0.62,-0.13,11.91,6.98,-1.14,-3.44,-2.19,-3.36,-0.91,-1.41,-2.68,-4.48,-2.53,-1.54,-1.46
197606,4.16,4.47,0.75,1.25,3.64,1.34,-2.08,2.64,3.33,0.54,3.33,3.29,5.83,3.72,5.94,6.12,5.53,6.75,3.47,3.1,5.17,5.97,5.62,2.71,2.94,0.84,0.04,2.52,2.23,2.08
197607,0.4,4.24,2.1,-1.33,1.9,-0.6,-1.62,0.8,2.27,-2.85,-0.21,-1.11,0.38,2.93,0,-1.22,-2.21,-10.21,1.33,2.95,0.27,-1.14,-1.29,0.11,2.84,-2.21,-0.51,-2.56,1.12,1.27
197608,-3.05,0.04,1.37,-1.26,-0.76,-1.66,-3.87,-1.52,-0.69,-4.76,-1.03,-3.72,-2.12,-2.97,-1.55,-2.01,-6.65,-2.73,-3.17,2.88,3.78,-0.87,-3.54,-1.85,-3.51,-2.74,-1.51,0.55,0.06,-1.82
197609,0.12,1.13,3.8,0.31,0.59,0.78,-0.69,2.06,2.78,-3.95,1.27,-0.64,2.82,3.45,1.8,3.74,2.1,12.33,6.46,4.02,2.51,0,1.71,1.97,-0.24,0.02,1.36,-0.9,1.87,1.66
197610,-0.61,-1.9,-0.72,-2.15,-1.5,-3.43,-3.99,-1.1,-2.76,-4.62,-1.12,-4.79,-1.02,-6.67,-2.76,-2.77,-2.73,1.3,-0.45,-0.2,-0.46,-3.2,-4.16,-2.93,-2.83,-4.77,-2.36,-2.5,-0.26,-2.14
197611,1.74,-2.76,2.76,3.98,4.13,2.07,3.43,1.06,-0.99,1.24,4.09,1.92,2.58,2.45,2.35,3.65,1.06,2.62,3.75,2.98,4.6,3.53,2.52,2.2,2.57,1.35,4.13,1.59,2.57,2.31
197612,7.02,14.21,7.16,10.89,10.13,10.1,7.66,9.24,10.07,11.77,10.32,5.48,10,8.18,11.3,8.37,7.7,10.74,11.36,7.04,7.29,14.64,12.02,8.39,7.54,11.85,8.89,8.95,9.79,10.43
197701,3.49,-5.82,-0.13,3.99,5.1,1.37,3.62,3.71,1.68,2.28,2.41,4.95,4.78,7.82,2.36,6.47,4.41,5.01,12.13,2.46,4.79,5.22,4.82,-1.46,1.96,3.81,0.76,-0.74,2.87,4.93
197702,-0.34,0.21,-1.13,2.27,1.62,0.56,-1.74,-0.5,1.13,-0.21,0.37,-1.67,1.08,0.52,1.14,1.75,3.61,2.41,-1.94,-2.73,1.76,0.07,0.25,1.34,0.18,0.75,-0.59,-1.58,0.62,1.39
197703,0.46,-3.14,-0.34,1.05,0.73,0.48,0.17,0.65,-0.24,-0.31,2.43,2.41,1.55,3.69,-2.16,0.54,4.99,6.17,-1.01,0.32,2.1,1.82,2.55,0.91,-0.08,-0.53,0.43,-0.65,0.8,1.86
197704,1.54,1.49,0.68,-0.29,4.74,0.49,-0.45,-1.12,1.02,1.06,3.51,0.66,3.59,3.01,0.23,2.69,-1.17,2.9,3.28,1.67,0.08,0.79,1.7,2.32,2.9,0.19,-0.13,2.6,2.19,2.78
197705,0.37,-1.16,1.67,-2.21,1.87,-1.4,-2.19,0.04,-1.31,-0.52,-1.51,-2.61,0.32,-0.62,-0.28,0.14,-3.4,-9.37,2.45,1.39,-1.27,2.82,0.18,-0.61,2.2,1.15,0.21,3.18,0.83,0.92
197706,3.5,3.29,2.56,6.54,6.55,4.1,6.29,7.14,5.91,4.44,4.53,3.74,4.76,6,5.21,7.81,1.25,14.9,8.39,5.53,6.94,7.16,6.13,3.76,4.25,3.49,5.5,7.85,4.48,5.64
197707,1.47,1.23,3.08,0.95,3.1,-0.73,1.77,0.86,-0.42,-0.96,2.12,-3.12,-2.2,0.25,0.26,-2.3,-1.79,-7.21,-0.31,1.78,3.81,3.25,1.15,0.35,-0.57,0.69,1.59,2.27,2.57,2.21
197708,-0.2,-1.71,-0.67,0.38,1.41,1.46,0.4,-0.43,-0.93,-3.64,-0.81,-3.45,-1.25,-1.15,-3.45,1.23,-4.63,-3.87,-3.12,-1.81,-0.07,-0.42,0.62,-1.43,-3.15,-1.01,0.82,3.16,0.98,0.3
197709,1.68,-1.07,-0.97,-0.49,0.8,-0.22,1.97,4.78,0.75,-0.21,0.17,-3.78,1.29,3.55,2.75,1.75,-0.8,1.45,2.49,1.51,1.37,2.8,0.52,0.64,0.34,1.29,2.81,4.54,1.51,1.63
197710,-0.42,-3.23,5.43,-1.94,0.02,-3.56,-2.02,-0.35,-2.48,-2.81,-1.18,-1.35,-4.08,-2.67,-2.6,-3.94,-5.11,-3.31,-5.14,-2.26,-1.72,-2.98,-2.63,-3.8,-2.68,-2.38,-1.56,-1.94,-1.87,-2.32
197711,4.59,6.49,2.73,8.14,10.1,7.98,9.67,8.17,6.74,6.41,7.69,4.01,9.13,8.66,7.33,7.46,2.25,4.76,9.01,3.53,7.91,10.27,9.57,6.68,8.19,5.99,6.18,8.35,6.27,6.38
197712,0.49,-0.47,0.29,1.52,4.64,2.09,1.36,3.92,0.3,1.03,1.52,3.08,1.92,-0.05,-1.53,1.74,1.88,-1.6,3.86,0.11,5.78,3.87,2.84,1.44,2.17,2.15,2.21,3.35,1.76,2.78
197801,0.21,7.17,-3.42,-2.39,-1.21,-3.1,-0.74,-1.42,-2.6,1.37,-1.17,-1.22,-3.09,-1.04,-3.39,-0.93,-0.2,-4.97,-3.5,-3.21,-1.77,-1.13,-2.02,-1.64,0.66,-0.7,-1.11,-2.7,-0.46,0.07
197802,2.48,2.23,2.02,0.62,2.27,3.1,2.78,1.86,1.32,1.61,2.49,0.49,3.79,5.05,1.91,5.08,-0.91,5.03,1,0.42,2.13,3.2,2.77,1.47,0.12,5.31,3.6,6.48,3.17,2.22
197803,5.81,5.94,4.16,7.59,8.04,5.01,8.89,8.91,5.47,5.29,8.12,7.02,5.73,9.06,8.55,10.12,9.63,0.84,2.69,1.64,8.14,7.54,10.25,5.45,5.85,6.76,7.38,9.4,6.21,6.88
197804,5.49,4.02,7.62,6.74,8.03,10.75,5.94,10.94,8.99,10.13,9.23,8.48,9.94,12.92,6.82,10.39,2.15,9.09,5.44,0.31,8.89,7.18,11.59,8.74,7.43,7.04,8.72,8.95,7.57,8.62
197805,7.52,10.81,4.69,10.41,8.24,6.86,5.29,8.29,4.33,6.41,7.4,6.79,6.88,10.33,6.99,16.71,7.56,1.22,3.91,0.17,5.74,9.57,12.41,6.7,3.94,5.56,8.11,9.15,3.77,8.34
197806,2.14,-0.57,1.62,2.55,3.04,-1.24,-0.86,0.73,0.37,0.03,0.2,-1.66,1.11,0.85,-0.47,1.72,-2.67,-1.23,-0.49,1.02,-0.59,0.75,0.55,1.53,-0.04,0.11,0.03,3.59,1.89,2.41
197807,2.41,0.84,1.48,2.86,4.16,4.34,1.4,8.94,4.66,5.06,5.29,7.01,6.55,7.31,2.2,12.17,9.56,-1.72,4.43,3.03,4.87,5.4,7.71,6.99,9.95,3.22,3.99,5.36,4.45,5.75
197808,5.28,1.5,4.32,12.89,7.27,7.56,9.18,9.74,5.75,10.9,13.48,6.91,9.36,9.63,12.12,11.2,1.65,2.19,3.39,1.63,8.19,14.71,16.13,7.5,7.91,9.2,11.03,15.77,7.21,10.49
197809,2.04,1.86,-0.44,3.73,0.41,-1.45,0.59,-0.25,-1.31,11.52,-0.81,-1.47,-0.5,1.42,0.96,-5.03,2.35,0.39,2.69,0.13,-0.15,-0.58,1.42,-0.23,-2.94,1.12,-0.67,-0.48,0.92,0.43
197810,-15.13,-17.99,-10.91,-21.57,-15.5,-18.1,-20.31,-22.79,-16.44,-24.48,-21.12,-17.11,-18.71,-22.22,-20.73,-22.58,-14.75,-16.65,-21.01,-7.28,-13.72,-21.11,-25.2,-14.96,-18.06,-19.49,-18.81,-21.99,-12.75,-18.41
197811,6.23,5.68,4.6,4.88,5.73,4.64,5.25,7.87,3.82,6.74,3.49,4.23,4.38,3.59,3.93,9.53,-4.39,3.7,9.34,2.26,6.89,5.31,8.68,3.97,2.12,0.38,3.74,6.17,1.85,3.41
197812,0.74,-0.6,1.11,-2.39,1.57,-1.21,-0.11,3.32,2.17,-1.5,0.69,1.22,1.59,0.21,1.26,5.96,1.96,2.88,1.93,-0.67,4.28,0.98,4.72,0.81,0.42,1.46,0.05,-2.06,1.85,2.48
197901,8.35,7.4,2.99,10.85,9.03,9.78,8.56,8.97,9.47,11.57,11.48,13.46,10.01,10.08,12.97,9.31,14.74,8.75,7.51,6.07,9.46,10.31,11.26,10.63,7.26,10.03,8.74,10.16,7,9.36
197902,-3.06,-1.74,1.14,-2.85,-1.36,-2.83,-2.63,-4.45,-0.27,-2.54,-1.57,-1.82,-2.27,0.04,-5.02,-8,3.66,0.14,2.88,-0.85,-1.17,-2.93,-3.77,-1.29,-4,-1.79,-3.09,-4.98,-1.04,-1.16
197903,4.38,7.49,2.19,8.39,3.62,7.97,9.25,7.3,8.14,5.71,7.37,10.02,8.48,7.32,5.77,7.87,7.77,16.64,18.36,2.55,9.16,9.32,11.44,10.13,8.91,8.33,7.51,7.93,6.91,8.3
197904,3.7,3.07,0.78,2.7,3.98,2.29,1.02,1.1,4.69,2.23,3.02,2.34,2.63,3.43,0.35,0.49,1.9,-5.77,5.24,-0.84,4.8,4.1,1.86,1.56,1.48,2.81,1.5,5.6,2.84,4.04
197905,-1.22,2.75,-2.01,1.08,0.1,0.92,-0.78,-1.31,-1.8,-1.71,-2.3,-0.16,-0.79,-2.34,-4.11,-0.81,3.63,7.33,-0.27,0.57,-1.21,-1.96,-1.11,-0.71,1.6,-1.83,-2.25,-3.99,-0.42,-1.29
197906,2.66,3.98,3.97,3.09,3.21,4.3,-1.08,4.46,4.98,1.98,5.52,5.13,5.64,5.55,3.54,4.96,7.87,11.85,20.01,5.53,6.55,5.02,5.48,2.68,2.53,2.19,3.01,3.22,6.67,6.27
197907,1.51,-1.7,3.98,0.42,1.39,2.55,-0.86,2.89,3.67,-2.3,3,3.51,3.31,1.41,3.6,5.03,3.62,0.82,0.52,3.83,1.62,2.19,1.79,1.06,5.07,2.91,1.87,2.32,2.82,2.1
197908,8.55,13.32,6.46,5.89,8.03,6.52,6.79,7.62,10.08,2.82,8.79,7.37,7.55,10.32,4.94,12.04,7.84,-0.21,12.94,2.5,6.31,6.81,10.2,8.1,7.72,7.81,7.9,7.32,6.38,6.77
197909,-0.53,-2.96,-3.65,-3.18,-1.2,0.63,-2.33,1.32,1.25,-2.72,-1.25,0.27,-1.32,-2.56,-1,-1.86,10.67,1.23,6.88,-1.52,1.5,-0.72,-0.35,-1.2,-2.21,0.55,-0.03,-2.28,-1.02,0.18
197910,-9.56,-11.69,-4.13,-10.35,-10.5,-8.82,-8.38,-9.27,-7.4,-11.43,-11.71,-11.8,-9.62,-10.61,-12.46,-5.3,-9.97,-14.29,-6.72,-6.66,-9.41,-10.29,-8.94,-10.51,-10.19,-9.23,-8.96,-11.84,-9.8,-10.53
197911,7.93,8.33,7.18,3.48,4.55,3.35,3.19,9.77,5.64,2.02,5.28,3.34,6.78,6.7,-0.65,13.3,7.42,20.67,17.48,6.87,8.96,8.88,10.88,2.2,5.68,3.75,4.67,3.87,5.14,6.64
197912,3.65,5.02,3.19,5.16,7.2,6.8,2.51,7.15,7.67,5.39,6.32,9.23,6.58,6.58,1.93,8.87,31.91,3.02,16.81,-0.75,8.66,7.8,9.74,4.77,5.68,8.8,3.53,4.94,3.79,7.55
198001,8.23,12.86,2.36,11.6,4.63,9.28,8.28,8.25,9.93,6.92,11.78,18.56,11.04,15.17,8.78,28.77,34.27,7.94,19.59,1.21,3.69,12.47,14.98,8.29,12.16,7.58,4.77,6.81,5.9,10.95
198002,-0.98,-2.14,-1.92,-0.68,-2.48,-3.44,-1.5,-3.28,-0.17,-1.3,-2.08,-3.63,-2.23,-2.18,-0.96,-8.96,4.11,-1.81,8.92,-4.05,-3.32,0.67,-0.98,-1.08,-2.8,2.33,-3.28,-2.57,-2.8,1.79
198003,-14.92,-18.6,-7.77,-16.93,-13.45,-15.34,-11.05,-13.64,-15.8,-16.51,-17.63,-16.38,-16.46,-17.3,-18.07,-17.99,-26.7,-22.29,-24.96,-6.72,-11.4,-17.56,-19.65,-16,-15.23,-15.81,-14.74,-16.16,-13.86,-17.31
198004,6.13,5.37,11.31,5.25,4.42,4.89,1.79,6.22,5.15,1.43,3.14,3.44,0.34,4.76,-0.29,3.66,-2.03,11.77,7,12.9,6.61,7.28,4.54,3.79,1.24,3.09,4.04,5.74,7.85,5.35
198005,8.81,9.71,10.89,6.49,7.22,7.19,5.38,10.93,6.84,3.7,7.86,5.69,6.58,5.8,9.43,2.16,6.46,15.94,5.65,4.96,8.63,6.69,7.16,6.09,7.76,5.37,10.01,7.66,8.03,7.13
198006,4.08,7.08,3.05,4.45,2.64,5.4,4.62,1.94,3.75,2.62,4.09,2.83,4.52,3.45,1.05,0.6,8.09,10.26,6.57,4.92,3.08,4.29,3.17,1.88,2.65,3.47,3.8,4.9,5.3,5.03
198007,5.32,8.44,13.62,5.71,8.71,8.09,9.22,13.17,9.33,8.15,10.88,10.19,10.96,15.28,7.87,14.67,6.01,5.38,6.55,0.65,5.89,14.03,17.5,7.43,13.41,8.04,9.07,10.13,6.42,9.08
198008,3.87,4.74,4.29,7.28,6.03,7.59,9.13,8.7,5.52,5.55,3.8,4.66,7.22,8.76,6.35,9.58,6.79,1.56,9.23,-1.29,9.11,9.36,12.98,6.23,1.45,7.63,4.74,6.69,3.79,8.18
198009,3.03,0.23,1.33,5.49,3.47,2.41,4.34,6.6,3.99,1.5,4.85,3.18,5.98,7.99,8.58,5.11,16.64,2.16,12.16,0.12,2.09,6.54,6.6,3.86,0,3.29,2.56,4.03,3.58,5.95
198010,0.34,-0.65,5.25,4.48,2.25,1.93,4.05,6.41,1.48,2.21,3.42,1.65,3.44,3.01,2.49,0.86,0.45,2.72,11.81,1.17,3.05,7.6,7.53,1.78,6.25,3.48,1.46,0.9,1.34,8.48
198011,1.55,3.35,2.86,4.5,2.6,3.42,1.95,7.72,6.47,-2.34,4.63,6.17,6.63,10.06,1.67,19.25,8.16,14.55,26.61,2.35,6.08,7.94,11.62,4.32,5.75,4.65,1.71,3.33,2.81,9.77
198012,-1.63,-2.42,-2.21,-5.83,-2.23,-2.56,-4.89,-2.17,-2.52,-3.82,-4.27,-5.9,-4.11,-2.91,-1.96,-1.24,-11.25,-9.28,-7.01,0.29,-2.35,-3.38,-3.93,-5.25,-5.58,-3.79,-1.42,-5.28,-0.27,-3.55
198101,3.51,0.66,7.77,0.17,1.74,3.02,3.23,2.9,0.04,7.61,0.35,2.48,-1.53,-1.95,3.15,-1.79,-4.18,-4.09,-6.45,0.39,5.07,-0.07,-3.58,2.26,2.44,1.62,3.09,3.55,1.91,0.84
198102,0.71,0.66,3.78,1.95,2.59,2.8,2,-1.81,1.2,1.64,1.43,0.71,1.01,-1.66,4.12,-3.78,-6.19,3.88,-2.93,-0.23,1.42,-0.73,-2.12,4.29,2.34,-1.17,2.33,3.75,2.35,0.24
198103,4.59,9.05,8.89,7.62,7.15,9.03,11.58,11.85,4.42,6.81,11.42,14.67,7.93,9.54,7.15,9.82,8.68,3.69,-0.11,2.74,8.25,9.18,8.35,7.21,6.82,7.97,8.97,7.52,6.58,6.51
198104,2.74,-2.98,5.17,2.02,3.63,6.81,3.16,7.14,2.72,11.73,0.7,1.49,1.77,5.91,3.08,3.31,-3.06,-7.5,-7.67,-1.65,3.24,3.66,6.01,0.81,4.88,6.62,4.72,6.38,3.12,3.86
198105,3.05,-1.65,3.07,1.62,2.04,2.16,8.42,3.72,-0.06,0.63,2.03,2.05,2.03,3.41,3.83,3.3,-2.44,-1.53,2,2.05,6.61,3.89,8.2,3.51,5.37,1.91,1.22,2.04,0.42,3.29
198106,-0.17,-0.02,2.16,0.89,3.25,-0.11,4.24,-2.14,-0.86,1.61,1.05,-1.81,-0.5,-2.85,2.16,-4.22,-13.68,0.05,-7.51,3.31,-1.84,-0.48,-5.93,0.56,-1.94,-0.28,2.78,1.39,3.04,-1.78
198107,0.03,0.71,-1.99,-2.62,-2.82,-2.97,-2.02,-4.24,0.35,-3.29,-3.51,-0.41,-2.37,-2.07,-2.79,-4.55,3.07,7.13,4.75,1.34,-1.54,-2.83,-5.71,-3.13,-3.94,-3.08,-2.44,-6.82,-1.92,-2.19
198108,-6.08,-4.1,-3.97,-7.3,-5.83,-5.55,-5.91,-10.93,-6.52,-7.32,-8.09,-8.77,-8.37,-9.79,-8.97,-11.77,-5.54,-7.97,-8.38,-0.38,-8.86,-7.69,-12.65,-7.71,-6.15,-6.43,-5.85,-9.85,-4.57,-8.56
198109,-6.14,-6.14,-3.61,-8.33,-5.51,-7.76,-6.11,-7.75,-7.73,-4.84,-9.03,-9.05,-10.38,-10.7,-7.56,-6.77,-16.47,-14.04,-17.5,-4.2,-5.5,-9.28,-10.26,-7.83,-8.41,-7.95,-5.45,-7.74,-5.23,-11.27
198110,7.98,3.27,7.01,8.69,6.46,4.91,6.73,9.31,4.76,2.68,5.31,2.82,6.14,9.44,5.31,7.66,6.47,6.6,8.99,4.69,8.81,10.24,10.03,6.4,4.83,6.21,5.33,6.64,5.76,8.62
198111,1.89,0.68,3.18,3.3,3.98,1.71,0.86,1.37,3.55,2.88,2.38,-0.86,2.38,2.41,1.45,-0.59,-6.07,9.26,-1.75,7.13,7.08,1.82,1.45,3.74,2.66,-1.81,1.01,3.17,4.07,1.31
198112,1.06,-0.56,-3.51,-0.68,-0.29,-2.12,-1.44,-1.63,-2.9,-3.07,-2.52,-3.53,-0.81,-2.84,-2.41,-0.95,-8.8,-2.01,-6.28,-2.48,-1.15,-0.41,-1.78,0.61,-4.81,-1.85,-0.37,-2.33,-1.05,-2.1
198201,0.1,1.01,-1.77,0.5,-1.49,-1.06,0.11,-0.78,-3.05,0.59,-2.66,-3.42,-2.37,0.7,0.61,0.45,-4.89,-11.59,-7.31,0.62,-3.53,0.49,-1.05,-1.58,-2.32,-2.24,-0.91,2.64,-1.63,-2.74
198202,-2.73,0.56,-0.44,-1.88,-2.94,-2.94,-4.19,-3.12,-1.19,-1.14,-4.46,-5.58,-6.24,-4.77,-3.37,-2.93,-9.37,-12.41,-15.87,0.22,-3.77,-5.22,-5.37,-1.2,-2.89,-3.67,-1.75,-0.7,-2.45,-5.58
198203,2.19,0.7,7.89,1.42,-1.17,-0.74,1.07,-0.11,-1.02,0.65,-1.96,-6.02,-2.39,-1.69,2.95,-3.22,-6.49,-6.3,-4.92,1.73,0.15,-0.67,-1.65,-0.8,-2.22,-1.11,2.37,5.05,-1.13,-1.52
198204,5.17,12.66,4.7,8.75,5.01,4.22,4.34,9.84,3.79,8.88,5.16,1.52,2.34,6.42,7.3,3.11,8.27,2.29,1.49,4.06,8.05,7.77,8.37,3.23,2.61,3.96,8.01,6.78,3.42,6.62
198205,-0.52,-1.2,0.24,-2.61,1.4,-1.95,-1.76,-3.63,-2.81,-2.71,-2.8,-5.15,-3.81,-4.03,-1.79,-3.41,-7.86,-7.41,-1.68,-0.09,-3.84,-2.6,-3.3,-3.96,-1.71,-2.52,-0.35,-1.7,-1.79,-3.1
198206,-0.12,6.98,-0.36,0.89,-1.89,-0.94,-0.84,-3.08,-3.13,-2.1,-2.24,-4.75,-3.58,-2.19,1.59,-2.36,-7.91,-7.84,-10.57,-1.52,-2.87,-2.18,-5.27,-2.6,-0.01,-2.38,-0.32,-0.15,-2.65,-5.19
198207,1.47,5.95,-0.31,0.04,-0.11,0.46,-3.83,0.54,-1.14,0.78,-1.22,-2.92,-2.43,-0.4,0.67,0.58,-1.01,-6.91,-10.99,-2.02,-1.21,-1.53,-1.45,0.34,-1.57,1.27,1.61,-0.19,-0.93,-1.76
